departure_hour,start_hex_id,end_hex_id,demands
9,1071,1113,277.4671724
9,1083,893,81.2291936
9,1083,1083,181.7738686
9,1085,576,161.6646813
9,1085,1248,213.7869577
9,1113,295,277.4671724
9,1113,1113,60.9430722
9,1114,275,169.1575161
9,1132,465,161.6646813
9,1133,521,115.829354
9,1138,1179,68.0148099
9,1139,1180,140.9091812
9,1152,408,133.1526995
9,1153,407,193.908791
9,1158,282,100.915453
9,1165,892,121.2114724
9,1170,787,134.6806244
9,1170,842,67.5394289
9,1170,1269,198.5854522
9,1180,881,64.6446712
9,1180,1139,140.9091812
9,1198,428,60.5833324
9,1198,988,97.4655462
9,1215,740,211.6063245
9,1228,885,72.0257537
9,1322,1440,82.4761943
9,1350,1352,160.6924427
9,1352,1445,160.6924427
9,1410,1443,90.694246
9,1413,1112,123.0088828
9,1438,1323,91.8865683
9,1440,1322,82.4761943
9,1443,126,63.3603505
9,1479,1378,98.1685351
9,1482,1315,69.0610536
9,1491,1491,143.8107322
9,1500,1443,112.6919814
10,42,42,99.8002548
10,44,80,87.71899158
10,46,111,179.3031712
10,64,64,56.59295508
10,67,77,60.04385253
10,69,105,52.06710438
10,71,418,84.23419707
10,77,67,60.04385253
10,88,136,48.62866572
10,111,46,179.3031712
10,126,126,57.02431545
10,128,128,70.52020722
10,142,790,143.7045483
10,143,252,52.19099766
10,148,198,85.49050554
10,148,733,129.7239031
10,150,150,64.73395152
10,173,274,45.16230348
10,193,1143,99.79054596
10,195,197,60.30484515
10,197,195,60.30484515
10,197,362,80.96778414
10,198,197,92.28000996
10,235,473,72.93704679
10,236,236,82.87047693
10,239,239,64.31426091
10,239,348,46.8270018
10,240,633,115.9492847
10,249,141,114.0026638
10,249,298,56.63892222
10,249,301,41.29741422
10,251,249,79.45153056
10,256,260,80.02346868
10,260,256,80.02346868
10,269,939,107.7644087
10,292,348,88.32713508
10,298,249,56.63892222
10,298,348,102.6003693
10,299,141,154.8126249
10,300,355,143.1547271
10,301,249,41.29741422
10,301,748,119.0810556
10,304,572,76.94783532
10,311,793,91.32839037
10,312,452,133.6885085
10,342,343,154.0981475
10,343,289,229.398308
10,344,343,112.2211048
10,344,344,112.2211048
10,348,292,88.32713508
10,348,298,102.6003693
10,350,576,89.82525915
10,355,185,116.6558221
10,355,524,143.1547271
10,362,197,80.96778414
10,368,524,100.0274527
10,377,1443,138.5550089
10,385,769,48.43855575
10,399,576,77.57600238
10,408,789,159.9037888
10,409,408,57.21107238
10,418,71,84.23419707
10,453,452,250.0997705
10,466,576,136.7038625
10,467,411,94.85974962
10,521,89,120.5543369
10,521,522,209.7988126
10,522,466,60.11867826
10,571,54,110.1841496
10,576,237,66.97853487
10,576,522,60.11867826
10,576,576,60.11867826
10,576,629,151.6152544
10,576,854,83.5419465
10,577,576,117.5880114
10,586,586,120.0099028
10,587,249,95.01661071
10,627,975,81.18812655
10,629,238,64.26164655
10,630,630,187.2709077
10,631,577,117.5880114
10,632,519,45.9371232
10,632,945,44.85668949
10,634,634,64.31426091
10,642,748,98.01911268
10,661,661,64.84718583
10,675,1416,58.52974698
10,676,676,63.12410397
10,682,577,200.6368199
10,682,629,64.26164655
10,682,890,123.3894281
10,683,1207,344.0088697
10,684,680,105.833261
10,686,947,142.1902632
10,689,414,226.8223077
10,689,634,92.57542875
10,689,689,39.92908311
10,689,785,84.80304828
10,693,524,91.68472584
10,718,466,46.31304249
10,718,977,46.23162426
10,733,786,54.0102006
10,737,1128,48.32268867
10,740,1040,59.21623971
10,745,748,52.34414814
10,748,642,98.01911268
10,748,748,164.9826049
10,769,1348,48.43855575
10,789,631,88.3199511
10,792,790,104.3167687
10,795,948,69.64921332
10,842,1170,60.78548601
10,847,139,73.2328533
10,851,1052,45.82680804
10,852,903,58.43146068
10,872,972,112.8380657
10,877,977,124.4997374
10,877,1113,84.55244958
10,885,935,48.89760669
10,885,1228,64.82317833
10,890,986,123.3894281
10,893,893,88.68683943
10,897,897,94.15663569
10,908,908,89.72442324
10,927,1025,66.68140302
10,930,1113,91.38964959
10,935,885,48.89760669
10,937,1033,59.80924989
10,954,954,178.4645391
10,975,512,48.89760669
10,975,627,81.18812655
10,977,877,124.4997374
10,978,886,66.89759679
10,979,728,126.1626041
10,981,466,52.06710438
10,984,1288,127.2598112
10,988,784,46.31304249
10,988,940,69.47110107
10,988,988,142.4194247
10,988,1164,124.6253837
10,988,1198,87.71899158
10,991,893,88.68683943
10,993,524,151.0023477
10,993,630,206.7648914
10,1007,465,46.69680465
10,1007,1285,63.84472983
10,1025,1069,66.68140302
10,1030,1113,68.21849583
10,1041,1041,158.656005
10,1069,927,66.68140302
10,1074,1030,113.2753073
10,1080,890,98.67190041
10,1092,1214,177.2580995
10,1112,1023,105.8939499
10,1113,930,91.38964959
10,1113,991,84.55244958
10,1113,1153,61.58089062
10,1119,1162,78.89464611
10,1123,1245,172.9801335
10,1152,1152,167.9007505
10,1153,1113,61.58089062
10,1162,1119,78.89464611
10,1164,988,124.6253837
10,1172,195,55.8885897
10,1180,322,58.18020408
10,1197,1197,149.3455097
10,1214,1092,177.2580995
10,1247,834,213.1636391
10,1248,1085,192.4082619
10,1248,1248,89.43562476
10,1249,1025,216.215372
10,1258,1443,94.78363527
10,1261,1443,60.03992952
10,1285,1007,63.84472983
10,1288,1227,68.56291548
10,1324,576,89.85435579
10,1346,1346,63.12457458
10,1347,979,60.30588051
10,1378,1347,88.35168159
10,1378,1378,104.4541431
10,1380,1379,57.20021991
10,1381,1381,49.23404604
10,1411,1440,90.17671194
10,1413,1413,121.0591427
10,1440,1411,90.17671194
10,1443,1410,81.6248214
10,1443,1500,101.4227833
10,1445,1350,144.6231984
10,1492,1443,73.68982713
10,1501,1479,134.442103
11,2,15,51.19336599
11,5,244,35.20370412
11,60,650,84.73414099
11,71,249,60.835809
11,89,297,53.46948406
11,95,249,96.73858812
11,139,847,52.89039405
11,145,249,74.06658974
11,148,533,63.4665941
11,149,632,53.52118538
11,171,1288,163.8250576
11,173,174,57.66152893
11,174,123,68.62855766
11,174,275,57.66152893
11,183,834,38.86664418
11,196,141,56.95416292
11,196,192,38.29806624
11,236,236,183.3810232
11,237,788,102.9671447
11,240,37,150.7103082
11,241,68,60.91855439
11,242,576,88.08430215
11,242,631,164.7958428
11,249,198,96.73858812
11,249,249,86.31745161
11,249,251,57.38166096
11,249,468,74.06658974
11,249,587,68.62310774
11,260,836,57.79472738
11,275,1109,109.9523855
11,286,348,80.82442602
11,287,343,113.4944311
11,295,468,86.38744855
11,295,630,180.3536621
11,310,465,37.32611142
11,321,1443,58.9512599
11,322,719,85.52946708
11,322,1180,42.01903628
11,325,518,127.599154
11,342,342,61.98176504
11,342,344,81.04857572
11,343,342,111.2931065
11,343,344,81.04857572
11,344,342,81.04857572
11,347,527,123.7725215
11,348,239,33.8195013
11,349,298,230.6497545
11,349,337,32.13238496
11,352,410,52.51347101
11,363,846,79.75237933
11,394,394,64.89481252
11,402,457,136.1430881
11,408,409,41.31910783
11,408,1152,86.54925468
11,409,1435,146.4944514
11,411,522,163.4415231
11,411,571,60.66417273
11,452,312,96.55281168
11,457,402,136.1430881
11,458,457,60.13256971
11,464,1124,109.7456572
11,465,1007,33.72547003
11,465,1099,89.76246942
11,465,1132,105.0820428
11,466,465,33.66618067
11,466,466,37.60401983
11,466,899,43.41904541
11,468,145,74.06658974
11,468,295,86.38744855
11,468,296,94.99533199
11,468,524,57.20250835
11,473,235,52.67675602
11,477,465,126.664399
11,478,577,114.5030268
11,497,823,137.3429828
11,498,607,154.5767742
11,517,453,61.11457274
11,517,518,65.09699872
11,522,522,151.5213647
11,523,522,128.911916
11,523,523,201.5257093
11,523,575,159.2343174
11,524,524,103.3895251
11,524,578,43.12166521
11,524,693,66.21674644
11,527,347,123.7725215
11,574,574,112.8473913
11,575,576,35.36705432
11,576,350,64.87379828
11,576,555,70.07181604
11,576,576,64.87379828
11,576,577,168.0675253
11,576,631,84.9246749
11,576,689,24.77805343
11,576,1085,105.0820428
11,577,68,40.78083783
11,577,576,69.33695795
11,577,631,52.76599244
11,578,524,43.12166521
11,580,525,45.85113553
11,580,580,89.78379871
11,580,1211,157.0866216
11,590,1054,99.41094599
11,597,656,46.45523955
11,612,736,28.09812928
11,630,579,136.7243251
11,630,737,110.9081221
11,630,887,41.45420585
11,630,993,149.3301993
11,630,1167,53.57589413
11,631,577,52.76599244
11,631,580,45.85113553
11,631,789,63.78663135
11,642,632,165.976607
11,656,597,46.45523955
11,672,463,126.7728976
11,677,677,59.95961471
11,679,630,110.9081221
11,682,733,85.81627132
11,683,576,207.7193625
11,719,394,64.89481252
11,719,717,55.48425727
11,732,523,159.2343174
11,732,679,110.9081221
11,733,296,85.81627132
11,734,732,119.0765964
11,736,576,40.90588827
11,736,893,87.5744935
11,737,630,48.64343972
11,738,582,103.3918137
11,740,576,137.5441109
11,748,301,86.0029846
11,748,748,37.80410699
11,748,957,62.40916487
11,766,126,121.3316967
11,784,630,41.45420585
11,787,1170,87.54240586
11,788,237,205.9342893
11,788,521,58.64504366
11,790,792,75.33988852
11,790,841,46.37992782
11,790,1285,103.7866182
11,793,311,65.95939305
11,830,1170,133.2115818
11,852,903,42.20049938
11,880,930,65.88687352
11,881,673,91.19881524
11,890,1080,71.26303919
11,893,942,76.28977649
11,893,991,64.05160626
11,898,898,57.10314064
11,903,852,84.40099876
11,919,1020,36.44474893
11,923,1064,49.4174863
11,923,1065,105.0320515
11,942,893,76.28977649
11,948,630,50.30220962
11,954,1177,110.6648856
11,957,748,62.40916487
11,971,227,91.32665808
11,972,872,81.49415859
11,977,718,33.38950641
11,979,580,53.72588774
11,979,1112,82.84017625
11,979,1152,44.24005105
11,984,1076,43.55356753
11,992,992,45.21530455
11,992,1125,48.92948262
11,993,632,183.4557995
11,997,997,86.91652372
11,1003,468,95.49059813
11,1020,919,36.44474893
11,1029,1117,47.02763676
11,1038,681,102.6979335
11,1054,590,99.41094599
11,1065,321,58.9512599
11,1065,1065,52.81608046
11,1072,522,68.50981917
11,1089,847,44.52077396
11,1089,1133,42.80404024
11,1090,1173,68.56578632
11,1112,630,53.57589413
11,1113,1030,49.26891366
11,1114,548,125.7655125
11,1118,1378,56.44757463
11,1125,992,48.92948262
11,1154,1071,52.30260744
11,1156,777,99.58809536
11,1170,1211,66.0999924
11,1173,1090,68.56578632
11,1177,954,110.6648856
11,1201,1035,40.46678116
11,1209,1130,120.5648978
11,1211,1170,66.0999924
11,1227,1288,135.5541173
11,1245,1123,124.9300964
11,1269,1170,129.0805439
11,1285,1349,53.92561655
11,1288,70,66.14212228
11,1315,128,60.11932979
11,1347,1316,63.80954782
11,1348,385,34.98340138
11,1349,1285,53.92561655
11,1368,1368,42.77072241
11,1379,1439,36.13128201
11,1439,1379,36.13128201
11,1440,1437,59.07850468
11,1441,1443,82.01263278
11,1443,1492,53.22043071
11,1447,1526,102.287852
11,1479,1501,97.09707436
11,1489,1287,76.04864897
12,8,100,47.8544222
12,15,2,51.19336599
12,62,65,83.86611838
12,62,137,80.54729852
12,89,56,33.69816411
12,99,99,66.55123579
12,104,6,78.66194557
12,105,479,50.59524516
12,126,14,26.01442526
12,126,766,121.3316967
12,137,62,80.54729852
12,144,1260,152.9428992
12,150,249,70.07181604
12,151,294,53.90010295
12,152,197,66.64667386
12,170,170,60.30753742
12,183,346,56.19033517
12,183,1198,60.40200647
12,187,238,123.0639137
12,187,405,64.05808351
12,187,615,94.99533199
12,187,893,50.13708251
12,187,941,31.34131338
12,189,348,84.60741348
12,195,197,40.36398145
12,197,152,66.64667386
12,198,95,96.73858812
12,198,148,61.74314289
12,200,463,157.3359306
12,236,236,49.76150595
12,236,497,121.8591537
12,237,788,102.9671447
12,238,186,46.41118918
12,238,187,123.0639137
12,240,147,166.4431911
12,244,299,63.84320741
12,249,71,60.835809
12,249,150,70.07181604
12,249,153,37.98332635
12,282,452,180.627612
12,282,1158,65.59504445
12,285,1140,120.8781686
12,289,343,165.6765558
12,292,292,67.90361585
12,293,630,68.44797473
12,294,525,44.78236516
12,297,401,53.46948406
12,299,244,63.84320741
12,343,287,113.4944311
12,343,343,204.4848066
12,343,401,45.51244646
12,347,349,84.58421725
12,348,286,80.82442602
12,348,463,34.55576742
12,349,347,84.58421725
12,352,233,57.39099412
12,352,944,44.24005105
12,368,316,59.44507322
12,401,343,45.51244646
12,405,187,64.05808351
12,407,886,44.90562174
12,408,408,23.76771638
12,408,409,57.58189339
12,408,724,119.0467496
12,409,408,57.58189339
12,409,934,37.60401983
12,410,465,161.3075132
12,411,411,208.0143562
12,416,689,78.75396653
12,418,358,151.5213647
12,428,1198,39.37916606
12,436,1443,84.68099452
12,452,282,180.627612
12,457,631,54.4576838
12,458,457,100.7275186
12,463,348,34.55576742
12,463,522,61.26639337
12,465,59,33.66618067
12,465,410,161.3075132
12,465,477,126.664399
